Probe Set Name	Description
69501_at	embryonic testis differentiation
69511_at	kallikrein related-peptidase 12
69514_at	RIKEN cDNA 2310001H18 gene
69517_at	RIKEN cDNA 2310001K24 gene
69519_at	RWD domain containing 2A
69520_at	late cornified envelope 3F
69524_at	endothelial cell-specific adhesion molecule
69527_at	mitochondrial ribosomal protein S9
69528_at	RIKEN cDNA 1700030J22 gene
69533_at	keratin associated protein 26-1
69534_at	arginine vasopressin-induced 1
69535_at	TEN1 telomerase capping complex subunit
69536_at	HemK methyltransferase family member 1
69537_at	deoxyribonuclease 1-like 1
69538_at	anthrax toxin receptor 1
69539_at	TMF1-regulated nuclear protein 1
69540_at	kallikrein related-peptidase 10
69541_at	lysozyme G-like 1
69542_at	RIKEN cDNA 2300002M23 gene
69543_at	calpain, small subunit 2
69544_at	WD repeat domain 5B
69546_at	mitogen-activated protein kinase 1 interacting protein 1
69547_at	NTPase, KAP family P-loop domain containing 1
69549_at	RIKEN cDNA 2310009B15 gene
69550_at	bone marrow stromal cell antigen 2
69551_at	RIKEN cDNA 2310022B05 gene
69553_at	family with sequence similarity 65, member C
69554_at	kelch domain containing 2
69556_at	biorientation of chromosomes in cell division 1
69562_at	cyclin-dependent kinase 13
69563_at	RIKEN cDNA 2310015B20 gene
69564_at	nicotinamide riboside kinase 2
69572_at	major facilitator superfamily domain containing 3
69573_at	hypoxia inducible lipid droplet associated
69574_at	carboxymethylenebutenolidase-like (Pseudomonas)
69576_at	RIKEN cDNA 2310010M20 gene
69577_at	FAST kinase domains 3
69578_at	RIKEN cDNA 2310016G11 gene
69581_at	ras homolog gene family, member U
69582_at	pleckstrin homology domain containing, family M (with RUN domain) member 2
69583_at	tumor necrosis factor (ligand) superfamily, member 13
69585_at	hemochromatosis type 2 (juvenile) (human homolog)
69587_at	polycomb group ring finger 3
69590_at	glutathione peroxidase 8 (putative)
69592_at	odontogenic, ameloblast asssociated
69595_at	predicted gene 9783
69596_at	RIKEN cDNA 2310035K24 gene
69597_at	AFG3(ATPase family gene 3)-like 2 (yeast)
69601_at	disabled 2 interacting protein
69602_at	otopetrin 3
69605_at	limb and neural patterns
69606_at	mitochondrial methionyl-tRNA formyltransferase
69608_at	Sec24 related gene family, member D (S. cerevisiae)
69611_at	late cornified envelope 1D
69612_at	KAT8 regulatory NSL complex subunit 2
69617_at	pitrilysin metallepetidase 1
69627_at	family with sequence similarity 89, member A
69632_at	Rho guanine nucleotide exchange factor (GEF) 12
69634_at	citrate lyase beta like
69635_at	death associated protein kinase 1
69638_at	energy homeostasis associated
69639_at	exosome component 8
69640_at	family with sequence similarity 83, member G
69641_at	WD repeat domain 20A
69642_at	RIKEN cDNA 2310046A06 gene
69654_at	dynactin 2
69655_at	CD164 sialomucin-like 2
69656_at	pirin
69660_at	transmembrane BAX inhibitor motif containing 1
69661_at	RIKEN cDNA 2310061N02 gene
69662_at	RIKEN cDNA 2310061I04 gene
69663_at	DEAD (Asp-Glu-Ala-Asp) box polypeptide 51
69664_at	keratin associated protein 1-5
69665_at	uroplakin 3B-like
69666_at	proteasome (prosome, macropain) assembly chaperone 4
69668_at	coiled-coil domain containing 115
69671_at	transmembrane protein 52
69672_at	thioredoxin domain containing 15
69674_at	MIF4G domain containing
69675_at	peroxidasin homolog (Drosophila)
69677_at	interleukin 1 family, member 8
69681_at	cyclin-dependent kinase 3, pseudogene
69683_at	RIKEN cDNA 2310044H10 gene
69684_at	alanyl-tRNA synthetase domain containing 1
69692_at	HD domain containing 2
69693_at	premature ovarian failure 1B
69694_at	TatD DNase domain containing 1
69696_at	RIKEN cDNA 2310057N15 gene
69697_at	calmodulin regulated spectrin-associated protein family, member 3
69698_at	solute carrier protein family 52, member 3
69699_at	RIKEN cDNA 2310079G19 gene
69700_at	collagen, type XXII, alpha 1
69702_at	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, assembly factor 1
69706_at	leucine rich repeat protein 1
69707_at	IQ motif containing G
69709_at	RIKEN cDNA 2410017P09 gene
69710_at	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1
69713_at	protein (peptidyl-prolyl cis/trans isomerase) NIMA-interacting, 4 (parvulin)
69714_at	TCF3 (E2A) fusion partner
69716_at	thyroid hormone receptor interactor 13
69717_at	predicted gene 10499
69718_at	inositol polyphosphate multikinase
69719_at	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase
69721_at	NFKB inhibitor interacting Ras-like protein 1
69723_at	RPA interacting protein
69724_at	ribonuclease H2, large subunit
69726_at	SET and MYND domain containing 3
69727_at	ubiquitin specific peptidase 46
69731_at	gem (nuclear organelle) associated protein 7
69732_at	RIKEN cDNA 2410018L13 gene
69736_at	nucleoporin 37
69737_at	tubulin tyrosine ligase
69740_at	DPH5 homolog (S. cerevisiae)
69742_at	TM2 domain containing 2
69743_at	castor zinc finger 1
69745_at	polymerase (DNA-directed), delta 4
69747_at	zinc finger, SWIM-type containing 7
69748_at	aldehyde dehydrogenase 16 family, member A1
69752_at	zinc finger protein 511
69754_at	F-box protein 7
69757_at	leukocyte receptor cluster (LRC) member 1
69761_at	RIKEN cDNA 1600015I10 gene
69769_at	tumor necrosis factor, alpha-induced protein 8-like 2
69770_at	RIKEN cDNA 1600002K03 gene
69772_at	3-hydroxybutyrate dehydrogenase, type 2
69773_at	RIKEN cDNA 1810026J23 gene
69774_at	membrane-spanning 4-domains, subfamily A, member 6B
69780_at	stromal membrane-associated GTPase-activating protein 2
69785_at	carcinoembryonic antigen-related cell adhesion molecule 13
69786_at	Tp53rk binding protein
69787_at	annexin A13
69790_at	mediator complex subunit 30
69792_at	mediator of RNA polymerase II transcription, subunit 6 homolog (yeast)
69797_at	RIKEN cDNA 1600029I14 gene
69802_at	COX11 homolog, cytochrome c oxidase assembly protein (yeast)
69804_at	transmembrane protein 147
69806_at	solute carrier family 39 (metal ion transporter), member 11
69807_at	tripartite motif-containing 32
69809_at	RIKEN cDNA 1810046K07 gene
69810_at	C-type lectin domain family 4, member b1
69814_at	protease, serine, 32
69815_at	keratinocyte associated protein 3
69816_at	RIKEN cDNA 2010001M09 gene
69821_at	MTERF domain containing 2
69823_at	forty-two-three domain containing 1
69824_at	glyoxalase domain containing 5
69826_at	membrane-spanning 4-domains, subfamily A, member 10
69833_at	polymerase (RNA) II (DNA directed) polypeptide F
69834_at	RAB43, member RAS oncogene family
69836_at	phospholipase A2, group XIIB
69837_at	polycomb group ring finger 1
69847_at	WNK lysine deficient protein kinase 4
69852_at	transcription factor 23
69860_at	eukaryotic translation initiation factor 1A domain containing
69861_at	RIKEN cDNA 2010003K11 gene
69862_at	RIKEN cDNA 1810064F22 gene
69863_at	tetratricopeptide repeat domain 39B
69864_at	RIKEN cDNA 1810065E05 gene
69865_at	APOBEC1 complementation factor
69870_at	polymerase (RNA) III (DNA directed) polypeptide G like
69871_at	protein phosphatase 1, regulatory subunit 35
69875_at	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 11
69876_at	THAP domain containing, apoptosis associated protein 3
69878_at	small nuclear ribonucleoprotein polypeptide F
69882_at	RIKEN cDNA 2010321M09 gene
69885_at	RIKEN cDNA 2610002D18 gene
69888_at	cytochrome P450, family 2, subfamily c, polypeptide 66
69890_at	zinc finger protein 219
69893_at	RIKEN cDNA 2010305A19 gene
69894_at	RIKEN cDNA 2010107G23 gene
69900_at	major facilitator superfamily domain containing 11
69902_at	MRT4, mRNA turnover 4, homolog (S. cerevisiae)
69903_at	Ras interacting protein 1
69906_at	solute carrier family 25, member 32
69908_at	RAB3B, member RAS oncogene family
69912_at	nucleoporin 43
69917_at	oligonucleotide/oligosaccharide-binding fold containing 2B
69920_at	polymerase (RNA) II (DNA directed) polypeptide I
69922_at	vaccinia related kinase 2
69923_at	acylglycerol kinase
69926_at	dynein, axonemal, heavy chain 17
69928_at	apoptosis-inducing, TAF9-like domain 1
69930_at	zinc finger protein 715
69934_at	RNA (guanine-9-) methyltransferase domain containing 3
69938_at	secernin 1
69940_at	exocyst complex component 1
69942_at	ring finger protein 113A1
69944_at	RIKEN cDNA 2810021J22 gene
69953_at	RIKEN cDNA 2810025M15 gene
69955_at	phenylalanine-tRNA synthetase 2 (mitochondrial)
69956_at	pentatricopeptide repeat domain 3
69957_at	CDC16 cell division cycle 16
69961_at	RIKEN cDNA 2810432D09 gene
69962_at	RIKEN cDNA 2810422O20 gene
69976_at	galactokinase 2
69981_at	transmembrane protein 30A
69982_at	serine peptidase inhibitor, Kazal type 2
69983_at	sucrase isomaltase (alpha-glucosidase)
69987_at	RIKEN cDNA 1700026L06 gene
69993_at	chimerin (chimaerin) 2
70003_at	RIKEN cDNA 1700028I16 gene
70004_at	RIKEN cDNA 1700028J19 gene
70008_at	angiotensin I converting enzyme (peptidyl-dipeptidase A) 2
70012_at	coiled-coil domain containing 21
70020_at	INO80 complex subunit B
70021_at	5'-nucleotidase domain containing 2
70024_at	minichromosome maintenance deficient 10 (S. cerevisiae)
70025_at	acyl-CoA thioesterase 7
70026_at	translocator protein 2
70028_at	dopey family member 2
70031_at	CKLF-like MARVEL transmembrane domain containing 8
70036_at	RIKEN cDNA 2700023E23 gene
70044_at	terminal uridylyl transferase 1, U6 snRNA-specific
70045_at	RIKEN cDNA 2610528A11 gene
70047_at	tRNA nucleotidyl transferase, CCA-adding, 1
70052_at	PRP4 pre-mRNA processing factor 4 homolog (yeast)
70054_at	coiled-coil domain containing 89
70059_at	degenerative spermatocyte homolog 2 (Drosophila), lipid desaturase
70060_at	spermatogenesis associated 3
70061_at	4short chain dehydrogenase/reductase family 9C, member 7
70062_at	cancer/testis antigen 2
70065_at	ankyrin repeat domain 60
70069_at	H1 histone family, member N, testis-specific
70073_at	zinc finger, DHHC domain containing 25
70078_at	nucleolar protein 7
70080_at	RIKEN cDNA 2210010C17 gene
70082_at	LysM, putative peptidoglycan-binding, domain containing 2
70083_at	meteorin, glial cell differentiation regulator
70086_at	cysteinyl leukotriene receptor 2
70088_at	MYST/Esa1-associated factor 6
70093_at	ubiquitin-conjugating enzyme E2Q (putative) 1
70097_at	SAM and SH3 domain containing 1
70099_at	structural maintenance of chromosomes 4
70100_at	RIKEN cDNA 2310015D24 gene
70101_at	cytochrome P450, family 4, subfamily f, polypeptide 16
70103_at	zinc finger, HIT domain containing 1
70110_at	interferon-induced protein 35
70113_at	outer dense fiber of sperm tails 3B
70118_at	SRR1 domain containing
70120_at	tyrosyl-tRNA synthetase 2 (mitochondrial)
70122_at	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3
70127_at	D4, zinc and double PHD fingers, family 3
70129_at	solute carrier family 44, member 4
70134_at	RIKEN cDNA 2210011C24 gene
70144_at	leucine-rich repeats and calponin homology (CH) domain containing 3
70152_at	methyltransferase like 7A1
70153_at	RIKEN cDNA 2210016F16 gene
70155_at	opioid growth factor receptor-like 1
70160_at	vacuolar protein sorting 36 (yeast)
70163_at	RIKEN cDNA 2210415F13 gene
70166_at	lipase, family member N
70178_at	family with sequence similarity 108, member C
70186_at	family with sequence similarity 162, member A
70192_at	CD209g antigen
70202_at	cathepsin L-like 3
70207_at	translational activator of mitochondrially encoded cytochrome c oxidase I
70208_at	mediator complex subunit 23
70209_at	transmembrane protein 143
70218_at	kinesin family member 18B
70223_at	asparaginyl-tRNA synthetase
70225_at	peptidylprolyl isomerase (cyclophilin)-like 3
70226_at	RIKEN cDNA 2900002K06 gene
70227_at	zinc finger protein 619
70231_at	golgi reassembly stacking protein 2
70233_at	CD2 antigen (cytoplasmic tail) binding protein 2
70235_at	POC1 centriolar protein homolog A (Chlamydomonas)
70237_at	basic helix-loop-helix domain containing, class B9
70238_at	ring finger protein 168
70239_at	general transcription factor IIIC, polypeptide 5
70240_at	UFM1-specific peptidase 1
70247_at	proteasome (prosome, macropain) 26S subunit, non-ATPase, 1
70248_at	DAZ associated protein 1
70257_at	RIKEN cDNA 2010107E04 gene
70258_at	RIKEN cDNA 1500035N22 gene
70261_at	RIKEN cDNA 2010110P09 gene
70266_at	cysteine conjugate-beta lyase 1
70274_at	lymphocyte antigen 6 complex, locus G6E
70281_at	RIKEN cDNA 2310068J16 gene
70284_at	RIKEN cDNA 2310040G07 gene
70285_at	ribosome production factor 1 homolog (S. cerevisiae)
70291_at	RIKEN cDNA 2510049J12 gene
70292_at	actin filament associated protein 1
70294_at	ring finger protein 126
70296_at	TBC1 domain family, member 13
70297_at	GRIP and coiled-coil domain containing 2
70300_at	fuzzy homolog (Drosophila)
70310_at	phospholipid scramblase 3
70312_at	RIKEN cDNA 2510012J08 gene
70314_at	rabaptin, RAB GTPase binding effector protein 2
70315_at	histone deacetylase 8
70317_at	ADP-ribosylation factor-like 16
70319_at	RIKEN cDNA 2600006K01 gene
70325_at	phosphatidylinositol glycan anchor biosynthesis, class W
70333_at	CD3E antigen, epsilon polypeptide associated protein
70335_at	receptor accessory protein 6
70337_at	iodotyrosine deiodinase
70345_at	RIKEN cDNA 0610038B21 gene
70348_at	ubiquitin-conjugating enzyme E2C binding protein
70349_at	coatomer protein complex, subunit beta 1
70350_at	brain abundant, membrane attached signal protein 1
70351_at	protein phosphatase 4, regulatory subunit 1
70354_at	SECIS binding protein 2-like
70355_at	G protein-coupled receptor, family C, group 5, member C
70356_at	suppression of tumorigenicity 13
70357_at	Kv channel-interacting protein 1
70358_at	six transmembrane epithelial antigen of the prostate 1
70359_at	GTP binding protein 3
70361_at	lectin, mannose-binding, 1
70362_at	RIKEN cDNA 1700007I08 gene
70363_at	family with sequence similarity 135, member B
70369_at	BCL2-associated athanogene 5
70370_at	fibulin 7
70373_at	RIKEN cDNA 1700020O03 gene
70375_at	islet cell autoantigen 1-like
70377_at	Der1-like domain family, member 3
70380_at	motile sperm domain containing 1
70381_at	tectonin beta-propeller repeat containing 1
70382_at	potassium channel tetramerisation domain containing 2
70383_at	COX10 homolog, cytochrome c oxidase assembly protein, heme A: farnesyltransferase (yeast)
70385_at	coiled-coil domain containing 99
70387_at	tetratricopeptide repeat domain 9C
70392_at	ankyrin repeat and SOCS box-containing 12
70394_at	kaptin
70396_at	asparagine synthetase domain containing 1
70397_at	transmembrane protein 70
70405_at	calmodulin-like 3
70408_at	polymerase (RNA) III (DNA directed) polypeptide F
70415_at	RIKEN cDNA 2610018G03 gene
70417_at	multiple EGF-like-domains 10
70419_at	RIKEN cDNA 2810408A11 gene
70420_at	RIKEN cDNA 2610034B18 gene
70422_at	integrator complex subunit 2
70423_at	tetraspanin 15
70425_at	casein kinase 1, gamma 3
70426_at	tektin 5
70427_at	mesoderm induction early response 1, family member 2
70428_at	polymerase (RNA) III (DNA directed) polypeptide B
70430_at	tubulin-specific chaperone E
70432_at	RUN and FYVE domain-containing 2
70433_at	RIKEN cDNA 2610109H07 gene
70435_at	inverted formin, FH2 and WH2 domain containing
70439_at	TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor
70445_at	CD248 antigen, endosialin
70448_at	RIKEN cDNA 2610204G22 gene
70450_at	unc-13 homolog D (C. elegans)
70451_at	dehydrogenase/reductase (SDR family) member 13
70454_at	centromere protein L
70456_at	brain protein 44
70458_at	RIKEN cDNA 2610318N02 gene
70461_at	CREB regulated transcription coactivator 3
70465_at	WD repeat domain 77
70466_at	cytoskeleton associated protein 2-like
70470_at	regulation of nuclear pre-mRNA domain containing 1B
70472_at	ATPase family, AAA domain containing 2
70478_at	mitochondrial intermediate peptidase
70481_at	paraneoplastic antigen MA1
70484_at	solute carrier family 35, member D2
70494_at	RIKEN cDNA 5730409K12 gene
70495_at	ATPase, H+ transporting, lysosomal accessory protein 2
70497_at	Rho GTPase activating protein 17
70503_at	D-aspartate oxidase
70508_at	bobby sox homolog (Drosophila)
70510_at	ring finger protein 167
70511_at	family with sequence similarity 86
70527_at	STAM binding protein
70530_at	leucine rich repeat and fibronectin type III domain containing 2
70533_at	basic transcription factor 3-like 4
70536_at	glutaminyl-peptide cyclotransferase (glutaminyl cyclase)
70544_at	transmembrane protein 242
70546_at	zinc finger, DHHC domain containing 2
70549_at	talin 2
70551_at	transmembrane and tetratricopeptide repeat containing 4
70552_at	leucine rich repeat containing 56
70556_at	solute carrier family 25, member 33
70560_at	tryptophanyl tRNA synthetase 2 (mitochondrial)
70561_at	thioredoxin domain containing 16
70564_at	RIKEN cDNA 5730469M10 gene
70567_at	FRA10AC1 homolog (human)
70568_at	copine III
70571_at	transcription elongation regulator 1-like
70572_at	importin 5
70573_at	TBCC domain containing 1
70574_at	carboxypeptidase M
70575_at	glucose-fructose oxidoreductase domain containing 2
70579_at	zinc finger CCCH type containing 11A
70584_at	p21 protein (Cdc42/Rac)-activated kinase 4
70591_at	RIKEN cDNA 5730455P16 gene
70594_at	RIKEN cDNA 5730460C07 gene
70598_at	filamin A interacting protein 1
70599_at	sperm specific antigen 2
70601_at	ecdysoneless homolog (Drosophila)
70603_at	mutY homolog (E. coli)
70604_at	DnaJ (Hsp40) homolog, subfamily B, member 14
70605_at	zinc finger, DHHC domain containing 24
70611_at	F-box protein 33
70612_at	RIKEN cDNA 5730494N06 gene
70615_at	ankyrin repeat domain 24
70616_at	SURP and G patch domain containing 1
70617_at	RIKEN cDNA 5730508B09 gene
70620_at	ubiquitin-conjugating enzyme E2 variant 2
70625_at	mediator complex subunit 26
70626_at	RIKEN cDNA 5730522E02 gene
70638_at	family with sequence similarity 189, member A1
70640_at	DCP2 decapping enzyme homolog (S. cerevisiae)
70645_at	Opa interacting protein 5
70646_at	N(alpha)-acetyltransferase 30, NatC catalytic subunit
70650_at	zinc finger, CCHC domain containing 8
70652_at	transmembrane protein 144
70661_at	SIK family kinase 3
70673_at	PR domain containing 16
70675_at	valosin containing protein (p97)/p47 complex interacting protein 1
70676_at	GULP, engulfment adaptor PTB domain containing 1
70681_at	family with sequence similarity 175, member A
70683_at	UTP20, small subunit (SSU) processome component, homolog (yeast)
70686_at	dual specificity phosphatase 16
70691_at	RIKEN cDNA 3830403N18 gene
70693_at	G protein-coupled receptor 125
70696_at	RIKEN cDNA 3830417A13 gene
70699_at	nucleoporin 205
70701_at	NIPA-like domain containing 1
70713_at	G protein-coupled receptor 137C
70717_at	RIKEN cDNA 6330406I15 gene
70719_at	histocompatibility (minor) HA-1
70720_at	RIKEN cDNA 6330407A03 gene
70726_at	angiopoietin-like 6
70727_at	RasGEF domain family, member 1A
70729_at	nitric oxide synthase 1 (neuronal) adaptor protein
70730_at	RIKEN cDNA 6330409D20 gene
70737_at	cingulin
70747_at	tetraspanin 2
70750_at	3-ketodihydrosphingosine reductase
70757_at	protein tyrosine phosphatase-like (proline instead of catalytic arginine), member b
70762_at	doublecortin-like kinase 2
70767_at	PRP3 pre-mRNA processing factor 3 homolog (yeast)
70769_at	nucleolar and coiled-body phosphoprotein 1
70771_at	G-protein coupled receptor 173
70772_at	gametogenetin binding protein 1
70779_at	PR domain containing 5
70784_at	RAS-like, family 12
70785_at	DENN/MADD domain containing 1C
70788_at	kelch-like 30 (Drosophila)
70789_at	kynureninase (L-kynurenine hydrolase)
70790_at	ubiquitin protein ligase E3 component n-recognin 5
70791_at	histidyl-tRNA synthetase 2, mitochondrial (putative)
70796_at	zinc finger, DHHC domain containing 1
70797_at	ankyrin repeat and IBR domain containing 1
70799_at	centrosomal protein 192
70802_at	PWWP domain containing 2A
70804_at	progesterone receptor membrane component 2
70807_at	arrestin domain containing 2
70808_at	RRS1 ribosome biogenesis regulator homolog pseudogene
70809_at	C-type lectin domain family 2, member g
70810_at	keratin 25
70821_at	RIKEN cDNA 4921507P07 gene
70823_at	HMG box domain containing 4
70827_at	trafficking protein, kinesin binding 2
70829_at	coiled-coil domain containing 93
70831_at	keratin associated protein 31-1
70834_at	sperm associated antigen 9
70835_at	protease, serine, 22
70839_at	purinergic receptor P2Y, G-protein coupled 12
70840_at	solute carrier family 22 (organic cation transporter), member 16
70843_at	keratin 28
70845_at	RIKEN cDNA 4921508D12 gene
70846_at	RIKEN cDNA 4921506M07 gene
70852_at	RIKEN cDNA 4921507L20 gene
70853_at	von Willebrand factor A domain containing 3B
70859_at	leucine rich repeat containing 63
70861_at	aldo-keto reductase family 1, member C-like
70862_at	spermatogenesis associated 16
70864_at	family with sequence similarity 47, member C
70866_at	solute carrier organic anion transporter family, member 6d1
70873_at	RIKEN cDNA 4921517L17 gene
70874_at	RIKEN cDNA 4921513I03 gene
70881_at	5'-nucleotidase, cytosolic IB
70882_at	armadillo repeat containing 3
70884_at	coiled-coil domain containing 81
70885_at	integrator complex subunit 10
70887_at	DMRT-like family C1a
70891_at	speedy homolog A (Xenopus laevis)
70892_at	tubulin tyrosine ligase-like family, member 7
70893_at	galactosidase, beta 1 like 3
70894_at	EF-hand calcium binding domain 3
70897_at	family with sequence similarity 71, member D
70900_at	RIKEN cDNA 4921517D22 gene
70901_at	RIKEN cDNA 4921524L21 gene
70902_at	lysophosphatidylcholine acyltransferase 2B
70909_at	RIKEN cDNA 4921504E06 gene
70911_at	phytanoyl-CoA hydroxylase interacting protein-like
70918_at	NOL1/NOP2/Sun domain family, member 7
70920_at	RIKEN cDNA 4921511H03 gene
70925_at	CDKN2A interacting protein
70928_at	tripartite motif-containing 69
70930_at	nucleolar protein 8
70935_at	spermatogenesis associated glutamate (E)-rich protein 4f
70936_at	RIKEN cDNA 4931400O07 gene
70941_at	RIKEN cDNA 4921539E11 gene
70945_at	multimerin 1
70948_at	WD repeat domain 20b
70950_at	RIKEN cDNA 4921528I01 gene
70951_at	spermatogenesis associated 1
70952_at	POTE ankyrin domain family, member G
70955_at	RIKEN cDNA 4931403M11 gene
70956_at	testis expressed gene 19.2
70967_at	RIKEN cDNA 4931408A02 gene
70971_at	RIKEN cDNA 4931429P17 gene
70974_at	phosphoglucomutase 2-like 1
70976_at	coiled-coil domain containing 105
70977_at	RIKEN cDNA 4931407G18 gene
70979_at	RIKEN cDNA 4931417G12 gene
70980_at	RIKEN cDNA 4931431F19 gene
70981_at	RIKEN cDNA 4931423N10 gene
70984_at	RIKEN cDNA 4931406C07 gene
70986_at	RIKEN cDNA 4931422A03 gene
70988_at	RIKEN cDNA 4931428L18 gene
70989_at	RIKEN cDNA 4931429I11 gene
70993_at	protease, serine, 54
70997_at	sperm flagellar 1
70998_at	PHD finger protein 6
70999_at	N(alpha)-acetyltransferase 40, NatD catalytic subunit, homolog (S. cerevisiae)
71001_at	RIKEN cDNA 4931440L10 gene
71003_at	protease, serine, 41
71004_at	RIKEN cDNA 4931440P22 gene
71007_at	DNA segment, Chr 7, ERATO Doi 443, expressed
71011_at	GLE1 RNA export mediator pseudogene
71020_at	spermatogenesis associated, serine-rich 1
71026_at	spermatogenesis associated glutamate (E)-rich protein 3
71027_at	transmembrane protein 30C
71037_at	protease, serine, 55
71041_at	polycomb group ring finger 6
71046_at	RIKEN cDNA 4933405L10 gene
71059_at	hexamethylene bis-acetamide inducible 2
71062_at	tektin 3
71063_at	zinc finger protein 597
71066_at	heat shock transcription factor, Y linked 2
71069_at	storkhead box 2
71078_at	a disintegrin and metallopeptidase domain 30
71081_at	RIKEN cDNA 4933416E03 gene
71085_at	Rho GTPase activating protein 19
71088_at	RIKEN cDNA 4933412E24 gene
71089_at	septin 12
71090_at	Sumo1 pseudogene
71091_at	cyclin-dependent kinase-like 1 (CDC2-related kinase)
71093_at	atonal homolog 8 (Drosophila)
71096_at	syntrophin, gamma 1
71099_at	testis-specific serine kinase 4
71101_at	RIKEN cDNA 4933407H18 gene
71103_at	glycosyltransferase 6 domain containing 1
71106_at	RIKEN cDNA 4933413J09 gene
71111_at	G protein-coupled receptor 39
71116_at	syntaxin 18
71121_at	RIKEN cDNA 4933407I18 gene
71130_at	SH2 domain containing 6
71131_at	zinc finger protein 689
71132_at	calcium-binding tyrosine-(Y)-phosphorylation regulated (fibrousheathin 2)
71137_at	regulatory factor X, 4 (influences HLA class II expression)
71138_at	transmembrane protein 217
71141_at	RIKEN cDNA 4933407L21 gene
71145_at	scavenger receptor class A, member 5 (putative)
71146_at	golgi autoantigen, golgin subfamily a, 7B
71147_at	3-oxoacyl-ACP synthase, mitochondrial
71148_at	mesoderm induction early response 1 homolog (Xenopus laevis
71149_at	RIKEN cDNA 4933413G19 gene
71151_at	exoribonuclease 2
71156_at	RIKEN cDNA 1700108M19 gene
71162_at	RIKEN cDNA 4933421I07 gene
71163_at	zinc finger protein 626
71164_at	zinc finger, DHHC domain containing 11
71169_at	neuroblastoma amplified sequence
71175_at	Nipped-B homolog (Drosophila)
71176_at	F-box protein 24
71177_at	RIKEN cDNA 4933424B01 gene
71183_at	C-type lectin domain family 12, member B
71184_at	RIKEN cDNA 1700112M01 gene
71198_at	OTU domain containing 1
71200_at	DPY30 domain containing 2
71203_at	RIKEN cDNA 4933434M16 gene
71206_at	katanin p60 subunit A-like 2
71207_at	nudix (nucleoside diphosphate linked moiety X)-type motif 4
71208_at	RIKEN cDNA 4933440M02 gene
71213_at	cancer antigen 1
71223_at	G protein-coupled receptor 15
71227_at	WD repeat domain 69
71228_at	discs, large homolog 5 (Drosophila)
71233_at	enkurin, TRPC channel interacting protein
71234_at	RIKEN cDNA 4933427E13 gene
71236_at	rhabdoid tumor deletion region gene 1
71238_at	ACN9 homolog (S. cerevisiae)
71240_at	oxysterol binding protein-like 7
71241_at	doublesex and mab-3 related transcription factor like family C2
71242_at	spermatogenesis associated 24
71248_at	RIKEN cDNA 4933428M09 gene
71254_at	nuclear apoptosis inducing factor 1
71263_at	maestro
71268_at	leucine rich repeat (in FLII) interacting protein 2
71275_at	RIKEN cDNA 4933437F05 gene
71276_at	coiled-coil domain containing 57
71279_at	solute carrier family 29 (nucleoside transporters), member 3
71281_at	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 4 (putative)
71287_at	carboxypeptidase, vitellogenic-like
71296_at	RIKEN cDNA 4933436C20 gene
71300_at	ring finger protein 148
71302_at	Rho GTPase activating protein 26
71304_at	Williams Beuren syndrome chromosome region 25 (human)
71306_at	microfibrillar-associated protein 3-like
71307_at	RIKEN cDNA 1700018A04 gene
71310_at	TBC1 domain family, member 9
71313_at	fibrous sheath-interacting protein 1
71323_at	Ras association (RalGDS/AF-6) domain family (N-terminal) member 8
71325_at	trichohyalin-like 1
71326_at	triggering receptor expressed on myeloid cells-like 1
71330_at	regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 1
71336_at	ribokinase
71338_at	transformation related protein 63 regulated
71340_at	RIO kinase 1 (yeast)
71345_at	anoctamin 9
71354_at	WD repeat domain 31
71355_at	collagen, type XXIV, alpha 1
71361_at	apoptosis-inducing factor, mitochondrion-associated 2
71363_at	keratin associated protein 7-1
71365_at	prenyl (solanesyl) diphosphate synthase, subunit 2
71367_at	carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 9
71369_at	keratin associated protein 16-3
71371_at	AT rich interactive domain 5B (MRF1-like)
71373_at	proline rich 16
71375_at	forkhead box N3
71382_at	peroxisomal biogenesis factor 1
71388_at	RIKEN cDNA 5530401A14 gene
71389_at	chromodomain helicase DNA binding protein 6
71390_at	RIKEN cDNA 5430425J12 gene
71393_at	potassium channel tetramerisation domain containing 6
71395_at	RIKEN cDNA 5430419D17 gene
71398_at	RIKEN cDNA 5430427O19 gene
71405_at	family with sequence similarity 83, member C
71406_at	RIKEN cDNA 5430416O09 gene
71409_at	formin-like 2
71412_at	dehydrogenase/reductase member 2
71421_at	amelotin
71425_at	BPI fold containing family B, member 9A
71435_at	Rho GTPase activating protein 21
71436_at	fibronectin leucine rich transmembrane protein 3
71446_at	tryptophan rich basic protein
71448_at	transmembrane protein 80
71449_at	methyltransferase like 13
71452_at	ankyrin repeat domain 40
71458_at	BCL6 interacting corepressor
71461_at	PTK7 protein tyrosine kinase 7
